latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
13.321617,74.79452,97.0,19800,Asia/Kolkata,GMT+5:30

time,temperature_2m_mean (°C),precipitation_sum (mm),shortwave_radiation_sum (MJ/m²),apparent_temperature_mean (°C),wind_speed_10m_max (km/h),et0_fao_evapotranspiration (mm),sunshine_duration (s),wind_direction_10m_dominant (°),pressure_msl_mean (hPa),cloud_cover_mean (%),dew_point_2m_mean (°C),soil_moisture_0_to_7cm_mean (m³/m³)
2015-03-03,25.6,0.00,24.45,27.5,23.4,5.63,39491.64,334,1011.9,2,19.5,0.302
2015-03-04,25.4,0.00,24.49,26.3,20.1,5.92,39696.83,335,1011.7,3,17.4,0.293
2015-03-05,25.8,0.00,24.77,27.0,20.4,6.01,39808.23,330,1011.6,0,17.3,0.285
2015-03-06,26.4,0.00,23.94,28.6,19.3,5.70,39621.88,322,1012.8,7,19.0,0.279
2015-03-07,26.8,0.00,23.35,30.2,16.5,5.31,39732.82,314,1012.3,10,21.0,0.274
2015-03-08,26.8,0.70,19.48,31.2,13.8,4.18,39434.97,278,1012.5,26,22.4,0.276
2015-03-09,26.5,3.60,18.36,30.6,11.6,3.98,37321.59,317,1013.6,44,21.9,0.321
2015-03-10,27.2,0.80,22.50,31.6,14.9,4.84,39760.86,308,1012.9,28,22.4,0.326
2015-03-11,27.7,0.00,24.87,32.1,19.0,5.50,39768.60,289,1012.0,8,22.0,0.321
2015-03-12,27.2,0.00,24.95,31.7,18.3,5.46,40208.15,256,1012.1,16,22.0,0.308
2015-03-13,27.7,0.00,23.93,32.3,17.7,5.25,39891.39,298,1012.0,13,22.4,0.298
2015-03-14,27.5,0.90,22.72,31.9,13.1,4.93,40009.16,249,1012.8,17,22.3,0.294
2015-03-15,27.5,1.40,21.78,32.2,13.8,4.71,39232.64,285,1013.1,28,22.9,0.304
2015-03-16,27.8,0.70,22.74,32.2,14.4,5.14,39570.85,328,1013.1,24,22.5,0.306
2015-03-17,28.4,0.00,22.57,32.5,15.9,5.34,39687.05,319,1011.8,64,22.5,0.303
2015-03-18,28.1,0.10,23.31,32.7,14.5,5.25,40152.42,276,1010.8,81,22.6,0.296
2015-03-19,28.5,0.00,23.36,33.0,13.7,5.27,40042.50,279,1010.8,66,22.4,0.290
2015-03-20,28.2,0.00,24.81,32.8,16.5,5.44,40519.97,272,1011.6,26,22.5,0.283
2015-03-21,28.3,0.30,24.60,32.7,17.7,5.50,40886.88,299,1012.6,15,22.5,0.280
2015-03-22,27.8,0.00,24.44,32.4,20.1,5.45,40898.98,313,1012.2,16,22.9,0.278
2015-03-23,28.1,0.00,23.41,32.7,16.6,5.29,40789.07,306,1011.0,33,22.9,0.273
2015-03-24,28.8,0.00,22.44,33.7,13.8,5.12,39329.97,306,1009.6,46,23.4,0.270
2015-03-25,29.2,0.10,21.46,34.5,12.9,4.92,39449.46,217,1009.7,88,24.1,0.271
2015-03-26,27.9,6.50,22.68,33.2,14.0,4.84,40193.27,258,1011.4,66,23.9,0.339
2015-03-27,27.8,5.60,22.74,32.9,16.5,4.92,39567.78,314,1012.1,44,23.7,0.362
2015-03-28,28.1,1.80,21.15,33.3,15.8,4.60,40098.94,314,1010.9,50,24.2,0.357
2015-03-29,28.5,0.50,23.14,33.7,16.2,5.17,41348.44,303,1009.7,31,23.8,0.346
2015-03-30,28.7,2.20,23.60,34.1,13.7,5.14,40715.42,257,1009.5,49,23.9,0.336
2015-03-31,26.9,20.60,17.91,32.0,11.5,3.80,34460.68,278,1010.4,74,23.5,0.441
2015-04-01,27.7,1.90,21.94,33.4,10.7,4.54,41638.32,296,1009.9,49,24.3,0.430
2015-04-02,28.1,1.60,23.54,33.4,12.2,5.02,41124.48,224,1009.7,50,23.9,0.420
2015-04-03,28.2,0.00,25.46,32.2,19.4,5.85,41724.99,322,1008.6,53,22.3,0.392
2015-04-04,28.1,0.00,25.72,31.8,21.4,6.07,41767.96,324,1006.4,22,22.0,0.366
2015-04-05,28.3,0.00,25.85,32.4,20.3,6.03,41810.64,317,1006.2,36,22.3,0.345
2015-04-06,27.8,0.20,23.55,32.5,16.6,5.15,41853.00,266,1007.3,40,23.3,0.331
2015-04-07,28.0,0.00,22.82,32.1,16.9,5.25,41295.13,324,1008.1,41,22.5,0.321
2015-04-08,27.7,0.00,24.55,31.7,15.2,5.50,41576.88,312,1009.5,56,22.0,0.309
2015-04-09,27.8,0.00,22.72,31.9,14.8,5.18,40613.69,304,1009.9,79,21.8,0.299
2015-04-10,28.1,0.00,23.73,32.0,16.1,5.48,41318.56,295,1010.6,46,21.5,0.291
2015-04-11,27.9,0.20,20.51,32.1,11.8,4.64,42059.11,298,1011.3,33,22.0,0.286
2015-04-12,27.4,9.00,21.86,32.1,15.8,4.69,39522.44,314,1012.0,37,22.8,0.308
2015-04-13,26.2,10.40,19.31,30.8,12.0,4.03,40373.25,227,1012.0,64,22.4,0.390
2015-04-14,26.7,2.30,24.25,31.1,14.4,5.03,42179.82,249,1010.4,30,22.0,0.399
2015-04-15,27.1,0.40,25.17,31.1,14.4,5.47,41926.41,277,1010.4,18,21.4,0.382
2015-04-16,27.2,0.00,26.59,30.3,15.6,5.96,42259.57,317,1011.8,21,19.8,0.357
2015-04-17,27.2,0.00,25.99,30.3,18.5,5.93,42299.15,320,1011.1,12,20.4,0.337
2015-04-18,27.7,3.20,22.73,32.6,13.8,4.82,40898.11,316,1008.5,52,23.4,0.340
2015-04-19,28.2,3.50,23.29,33.8,12.6,4.95,39650.38,291,1008.1,72,23.9,0.373
2015-04-20,28.3,3.20,20.94,34.2,11.2,4.55,37462.71,245,1009.6,98,24.5,0.403
2015-04-21,27.4,15.40,17.05,32.9,12.4,3.66,32732.16,249,1010.0,96,24.2,0.442
2015-04-22,27.2,10.20,17.65,32.3,11.4,3.73,30688.34,240,1009.9,100,23.9,0.415
2015-04-23,27.2,10.50,17.59,32.6,15.9,3.72,27983.48,290,1010.3,96,24.0,0.449
2015-04-24,27.6,7.80,19.14,32.9,14.4,4.09,42273.82,314,1010.1,76,24.3,0.424
2015-04-25,27.4,3.90,16.82,33.0,9.8,3.56,28262.46,225,1009.7,97,24.3,0.415
2015-04-26,27.7,0.30,22.24,32.5,12.6,4.85,42641.42,325,1009.5,61,22.8,0.407
2015-04-27,27.8,0.20,23.45,32.7,13.1,5.09,39508.77,312,1010.3,80,22.9,0.393
2015-04-28,28.2,1.40,22.96,33.5,12.3,4.94,42712.81,297,1010.6,61,23.7,0.386
2015-04-29,28.3,0.00,24.40,33.4,13.5,5.33,42747.70,287,1010.0,43,23.5,0.376
2015-04-30,28.5,0.00,24.47,33.5,14.5,5.35,42781.99,292,1010.8,67,23.3,0.360
2015-05-01,28.5,0.00,21.68,33.3,17.8,4.91,42786.80,299,1009.9,96,23.5,0.345
2015-05-02,28.6,0.00,23.57,33.4,17.3,5.24,42849.46,284,1009.8,69,23.3,0.333
2015-05-03,28.4,0.00,22.15,33.3,14.2,4.90,42882.77,279,1009.3,56,23.0,0.323
2015-05-04,28.8,0.70,22.93,34.0,15.0,5.06,42915.76,303,1009.0,39,23.4,0.320
2015-05-05,28.1,5.30,22.09,33.8,15.5,4.64,42933.09,264,1008.5,55,24.2,0.342
2015-05-06,27.1,21.00,20.71,32.3,12.1,4.30,38349.87,204,1008.0,88,24.0,0.438
2015-05-07,27.6,10.10,19.27,32.9,14.8,4.22,31942.64,272,1009.2,94,23.8,0.441
2015-05-08,28.5,1.30,21.65,34.2,16.3,4.68,41642.55,310,1008.3,56,24.9,0.428
2015-05-09,28.5,2.00,20.57,34.4,13.0,4.38,42980.49,294,1007.3,86,24.6,0.425
2015-05-10,28.8,2.10,22.76,34.5,16.6,4.98,41156.12,309,1006.9,72,24.3,0.425
2015-05-11,27.9,11.80,18.78,34.0,11.3,4.01,29660.77,195,1008.5,96,24.8,0.461
2015-05-12,28.0,0.50,14.51,33.2,13.0,3.35,24596.88,333,1008.2,98,24.4,0.459
2015-05-13,27.5,28.30,13.97,33.5,8.8,3.01,16690.20,313,1007.6,99,25.2,0.460
2015-05-14,27.1,10.10,11.68,32.2,15.3,2.70,9941.27,331,1007.5,99,24.6,0.486
2015-05-15,25.8,45.80,5.26,31.6,11.5,1.20,0.00,160,1008.0,100,24.7,0.495
2015-05-16,26.2,13.90,12.68,31.4,9.6,2.69,21112.12,163,1006.8,100,24.0,0.492
2015-05-17,26.7,10.30,16.98,32.2,11.3,3.54,30813.85,175,1006.1,98,24.0,0.444
2015-05-18,27.1,5.80,17.72,33.1,10.8,3.59,31156.97,196,1007.1,96,25.0,0.483
2015-05-19,26.7,10.00,10.82,32.6,9.8,2.22,10750.97,226,1008.4,89,25.0,0.467
2015-05-20,27.5,0.10,21.85,32.5,14.0,4.58,41190.10,316,1008.9,77,23.9,0.425
2015-05-21,27.5,2.40,19.70,32.8,15.2,4.14,42185.28,300,1009.5,69,24.2,0.431
2015-05-22,28.1,0.20,21.52,33.3,14.3,4.56,42271.53,308,1009.3,89,24.3,0.430
2015-05-23,27.9,0.80,21.31,33.5,14.2,4.45,42510.95,295,1009.5,74,24.5,0.425
2015-05-24,27.9,1.20,22.06,33.4,14.4,4.58,43193.08,298,1009.8,42,24.5,0.422
2015-05-25,28.1,1.60,24.37,33.3,14.0,5.14,43200.00,313,1009.8,50,24.1,0.423
2015-05-26,27.9,2.70,22.43,32.8,17.5,4.81,43200.00,317,1009.7,55,24.2,0.436
2015-05-27,28.2,0.50,21.11,33.4,16.3,4.54,42808.48,318,1009.0,56,24.5,0.425
2015-05-28,27.8,0.00,17.56,32.8,14.0,3.94,40990.47,333,1007.6,75,24.2,0.411
2015-05-29,26.8,15.80,14.60,32.3,11.4,2.98,25886.68,307,1008.0,84,24.6,0.444
2015-05-30,27.9,1.00,20.88,33.7,18.7,4.36,40754.47,327,1007.3,91,24.9,0.458
2015-05-31,27.5,10.90,19.30,33.5,12.4,3.96,37889.95,255,1007.2,77,24.8,0.463
2015-06-01,26.6,12.80,16.85,31.7,12.3,3.47,33407.63,186,1007.0,95,24.3,0.489
2015-06-02,26.6,7.00,15.59,31.7,11.9,3.27,24195.05,183,1008.3,100,24.0,0.478
2015-06-03,27.3,4.10,20.25,33.3,10.4,4.13,35461.40,257,1007.0,96,24.5,0.469
2015-06-04,26.4,14.90,15.63,32.0,8.8,3.16,26756.44,156,1007.3,98,24.4,0.484
2015-06-05,26.7,7.70,20.43,31.3,17.3,4.20,37457.77,157,1007.9,96,23.8,0.497
2015-06-06,27.6,5.50,22.33,31.5,18.4,4.97,43200.00,167,1006.8,96,23.4,0.486
2015-06-07,26.3,19.20,17.71,29.2,25.7,3.74,39417.54,165,1006.7,78,23.5,0.476
2015-06-08,25.4,25.50,10.73,28.7,21.3,2.31,19835.32,168,1007.9,96,23.6,0.475
2015-06-09,25.3,17.80,12.96,29.4,15.6,2.59,28932.22,184,1009.2,99,23.6,0.492
2015-06-10,25.2,14.20,6.50,30.4,9.5,1.41,355.47,166,1008.4,99,24.1,0.486
2015-06-11,25.2,40.10,13.95,29.9,17.7,2.67,25726.93,204,1008.4,92,23.8,0.482
2015-06-12,24.3,57.70,5.54,28.7,15.3,1.20,2278.47,183,1008.7,99,23.4,0.469
2015-06-13,24.5,50.20,8.48,29.5,11.2,1.76,6180.24,231,1007.8,100,23.4,0.475
2015-06-14,24.2,28.10,4.37,28.7,14.8,0.99,0.00,220,1007.5,98,23.4,0.458
2015-06-15,24.1,11.40,7.77,29.2,8.8,1.58,119.95,329,1007.8,99,23.3,0.491
2015-06-16,24.3,11.80,7.46,28.9,15.5,1.56,2214.87,262,1007.5,99,23.1,0.502
2015-06-17,23.9,40.80,3.23,28.1,15.0,0.81,0.00,263,1006.4,100,23.0,0.480
2015-06-18,24.6,17.90,6.01,28.7,16.1,1.30,898.72,262,1006.3,100,23.6,0.496
2015-06-19,24.3,19.90,8.85,27.8,20.2,1.70,4587.13,264,1006.6,100,23.3,0.484
2015-06-20,25.5,23.20,13.31,29.1,22.9,2.61,27689.30,243,1005.9,100,24.0,0.483
2015-06-21,25.5,20.40,9.10,28.1,28.4,2.09,2157.32,240,1005.8,100,23.7,0.495
2015-06-22,25.7,12.90,16.75,28.8,24.7,3.15,35526.03,232,1006.7,98,23.9,0.485
2015-06-23,25.2,18.90,13.79,28.2,25.1,2.50,31186.09,221,1007.3,99,23.8,0.481
2015-06-24,25.1,19.70,15.60,28.5,22.9,2.83,38964.08,221,1009.2,91,23.7,0.472
2015-06-25,24.8,31.40,15.70,28.2,20.8,2.74,40786.66,237,1009.3,84,23.5,0.487
2015-06-26,25.4,18.10,17.27,29.0,21.0,3.16,38915.89,246,1008.7,99,23.7,0.463
2015-06-27,25.5,10.10,17.60,29.2,20.2,3.24,33026.15,263,1008.8,98,23.8,0.496
2015-06-28,25.5,6.80,19.58,29.9,14.5,3.66,43200.00,267,1010.1,90,23.6,0.476
2015-06-29,25.2,8.20,16.18,29.8,12.8,3.18,30672.74,255,1010.9,90,23.3,0.505
2015-06-30,25.3,4.30,18.91,30.1,12.6,3.66,43155.15,236,1010.8,83,23.4,0.503
2015-07-01,25.1,4.30,17.61,29.6,13.4,3.40,41598.06,257,1011.5,93,23.1,0.504
2015-07-02,25.3,2.30,16.99,30.1,13.0,3.27,40970.95,280,1011.9,84,23.5,0.497
2015-07-03,25.4,3.80,18.93,30.3,13.4,3.65,37744.57,295,1012.1,81,23.8,0.497
2015-07-04,25.8,2.80,19.99,30.3,17.0,3.85,39712.07,309,1011.8,73,23.9,0.496
2015-07-05,26.1,3.50,21.62,30.3,20.1,4.13,43142.18,301,1010.6,49,23.8,0.499
2015-07-06,26.1,2.10,21.87,30.4,18.2,4.23,43125.98,291,1010.0,71,23.3,0.490
2015-07-07,25.5,5.50,20.34,30.0,18.0,3.90,40189.16,266,1009.0,99,23.2,0.497
2015-07-08,25.2,16.60,18.87,29.5,17.1,3.49,40977.22,272,1009.7,94,23.3,0.493
2015-07-09,24.7,27.20,15.95,28.5,18.1,2.88,29849.43,285,1010.4,94,23.2,0.475
2015-07-10,24.7,26.40,15.47,28.0,20.7,2.80,33655.38,291,1008.5,100,23.3,0.476
2015-07-11,24.5,17.40,13.38,28.5,19.5,2.48,25055.59,296,1008.7,100,23.2,0.471
2015-07-12,24.6,9.50,17.27,28.9,14.9,3.25,41257.80,291,1009.2,92,23.0,0.502
2015-07-13,25.0,5.60,18.73,29.5,14.0,3.57,39600.00,304,1008.8,69,23.1,0.501
2015-07-14,24.9,23.00,15.49,28.9,16.0,2.93,32556.36,305,1007.7,92,23.2,0.490
2015-07-15,24.3,16.90,8.31,28.3,14.9,1.67,11278.76,298,1006.7,99,23.2,0.488
2015-07-16,24.4,11.70,13.66,28.4,16.5,2.53,25478.63,291,1006.1,98,22.9,0.499
2015-07-17,24.3,20.80,12.33,27.8,20.5,2.20,31926.12,272,1006.6,99,23.2,0.495
2015-07-18,24.1,22.50,7.02,27.6,16.9,1.37,2078.84,285,1008.2,100,23.1,0.491
2015-07-19,23.8,58.50,4.67,26.5,24.5,1.00,638.53,281,1009.0,100,22.9,0.481
2015-07-20,24.3,23.80,12.41,28.0,19.2,2.25,33237.38,286,1007.5,96,23.1,0.468
2015-07-21,24.5,25.60,15.71,28.2,21.0,2.84,35555.62,290,1007.4,97,23.1,0.474
2015-07-22,24.5,27.20,14.53,28.1,19.0,2.64,31998.63,274,1008.0,93,23.1,0.480
2015-07-23,24.2,49.00,12.13,27.8,20.8,2.16,19861.04,252,1008.6,92,23.1,0.484
2015-07-24,23.9,39.20,5.34,27.6,18.4,1.18,116.23,260,1010.4,99,22.8,0.483
2015-07-25,23.7,31.50,11.49,27.4,15.2,2.13,25845.35,265,1010.3,98,22.5,0.478
2015-07-26,23.9,17.80,11.10,27.8,13.4,2.13,19499.18,263,1010.4,100,22.7,0.494
2015-07-27,23.9,16.90,8.95,28.4,11.0,1.82,13807.44,256,1011.3,100,22.8,0.484
2015-07-28,24.7,7.90,19.94,29.6,12.2,3.77,39707.51,256,1011.6,88,23.0,0.485
2015-07-29,25.3,1.40,22.06,29.5,16.3,4.35,42790.62,271,1011.1,80,22.4,0.486
2015-07-30,24.8,6.00,18.45,29.2,14.5,3.52,39044.84,306,1011.2,98,22.6,0.492
2015-07-31,24.3,15.70,12.41,28.5,13.5,2.40,24626.39,319,1010.9,99,22.9,0.482
2015-08-01,24.3,15.10,12.40,28.3,18.4,2.41,22239.46,320,1011.6,98,22.8,0.489
2015-08-02,24.5,6.90,16.24,28.2,18.2,3.06,36945.24,326,1011.9,94,22.8,0.472
2015-08-03,24.6,4.60,16.43,28.6,14.8,3.10,35555.39,312,1010.9,97,22.8,0.457
2015-08-04,24.3,7.80,14.85,28.3,14.1,2.80,28876.24,304,1010.2,100,22.8,0.490
2015-08-05,24.0,15.80,15.10,27.4,20.2,2.73,35346.93,288,1010.1,97,22.5,0.489
2015-08-06,24.0,7.80,14.64,27.4,16.7,2.67,35380.77,287,1009.1,95,22.5,0.509
2015-08-07,24.4,8.40,14.76,28.4,16.3,2.80,37073.27,284,1008.9,97,22.8,0.468
2015-08-08,24.0,19.70,11.46,27.9,16.7,2.12,18613.78,288,1008.8,98,22.9,0.475
2015-08-09,24.4,11.80,15.45,28.3,19.9,2.81,34203.36,294,1007.3,96,23.0,0.503
2015-08-10,23.8,20.10,5.01,27.5,18.3,1.12,0.00,286,1006.9,96,22.7,0.486
2015-08-11,24.6,11.90,16.96,28.9,16.2,3.09,39457.88,277,1008.5,98,23.2,0.482
2015-08-12,24.0,15.40,9.17,27.6,14.8,1.75,8311.80,280,1009.5,100,22.8,0.471
2015-08-13,24.1,16.80,13.34,27.6,19.0,2.37,31552.16,292,1009.2,98,23.0,0.480
2015-08-14,24.5,7.00,16.50,28.6,14.2,3.10,38480.59,298,1009.4,76,22.9,0.458
2015-08-15,25.1,8.20,19.07,30.0,14.5,3.66,40317.95,307,1010.1,64,23.4,0.487
2015-08-16,25.1,7.50,17.57,29.3,16.1,3.45,35334.57,319,1010.8,95,23.0,0.489
2015-08-17,25.7,0.40,18.75,29.8,16.6,3.79,37708.90,327,1009.0,96,23.0,0.481
2015-08-18,26.1,1.80,20.75,30.9,16.3,4.10,37963.46,322,1008.8,74,23.6,0.471
2015-08-19,26.5,1.80,18.63,31.4,12.5,3.86,37917.98,315,1009.6,86,23.6,0.469
2015-08-20,25.8,4.70,18.43,30.6,16.6,3.57,37945.47,198,1010.8,95,23.7,0.475
2015-08-21,24.9,14.90,14.07,29.7,10.9,2.72,25190.47,235,1011.2,99,23.4,0.479
2015-08-22,24.4,20.00,9.90,29.0,12.5,1.96,7552.59,318,1010.6,97,23.2,0.482
2015-08-23,24.9,4.10,17.88,29.3,14.8,3.45,35818.52,303,1010.8,83,22.9,0.500
2015-08-24,25.2,0.60,19.05,30.3,13.7,3.72,36600.45,314,1011.3,72,23.4,0.487
2015-08-25,25.4,1.20,20.55,29.8,17.1,3.99,40282.30,320,1010.5,53,23.1,0.478
2015-08-26,25.0,3.90,18.11,29.3,13.4,3.50,37862.11,321,1009.4,86,22.8,0.485
2015-08-27,24.9,4.20,18.30,29.2,13.8,3.46,35138.93,301,1008.9,82,22.9,0.494
2015-08-28,25.2,2.10,18.97,29.8,12.3,3.69,39304.39,196,1009.5,91,23.0,0.491
2015-08-29,25.2,3.30,17.17,30.3,9.5,3.37,35330.84,241,1009.4,69,23.3,0.494
2015-08-30,25.6,2.40,19.77,30.4,13.0,3.87,40359.62,237,1009.9,71,23.2,0.484
2015-08-31,25.4,0.70,20.37,30.6,10.5,3.97,36754.45,255,1010.6,77,23.5,0.477
2015-09-01,25.5,0.90,21.22,30.5,14.0,4.17,40844.32,295,1009.7,85,23.0,0.470
2015-09-02,25.8,1.20,19.92,31.1,11.8,3.97,36887.76,262,1008.9,100,23.4,0.466
2015-09-03,26.3,0.70,19.61,31.4,12.8,3.97,37376.93,234,1009.2,90,23.3,0.458
2015-09-04,26.7,0.10,22.33,32.0,12.3,4.56,40058.24,284,1011.0,89,23.5,0.449
2015-09-05,26.7,0.00,21.34,31.9,12.3,4.42,35196.98,324,1011.5,90,23.5,0.440
2015-09-06,25.8,12.50,15.83,30.8,11.2,3.15,37610.67,204,1011.7,93,23.6,0.453
2015-09-07,24.7,27.30,9.96,28.8,12.4,2.07,12962.06,163,1011.6,100,23.1,0.474
2015-09-08,23.8,38.60,6.64,27.2,24.3,1.34,4503.95,177,1011.1,94,22.7,0.486
2015-09-09,24.7,4.00,16.72,29.1,13.1,3.14,35341.73,176,1011.1,96,22.9,0.502
2015-09-10,24.4,5.60,15.77,28.9,12.3,2.97,37511.24,207,1011.3,97,22.8,0.500
2015-09-11,25.4,1.60,20.03,29.6,13.6,3.99,40050.46,213,1010.6,96,22.4,0.490
2015-09-12,25.2,3.70,19.25,29.7,13.3,3.69,33455.71,198,1010.6,91,23.1,0.496
2015-09-13,25.5,2.70,19.78,30.3,13.7,3.74,37725.02,224,1011.3,99,23.6,0.489
2015-09-14,24.9,7.90,18.39,29.2,14.7,3.42,36925.30,262,1010.9,96,23.3,0.507
2015-09-15,24.0,23.40,5.88,28.2,14.2,1.20,2368.30,257,1009.7,99,23.1,0.473
2015-09-16,24.5,13.90,14.21,28.8,17.6,2.65,34171.41,302,1008.0,100,23.0,0.477
2015-09-17,25.4,3.40,18.95,30.0,17.2,3.76,37503.67,303,1006.9,100,22.9,0.487
2015-09-18,25.2,9.10,15.70,30.2,13.7,2.96,35954.83,262,1007.3,98,23.5,0.482
2015-09-19,25.3,4.00,18.73,30.1,12.2,3.53,33982.23,207,1007.6,100,23.5,0.496
2015-09-20,25.3,7.20,19.09,30.2,13.8,3.57,35949.35,203,1007.9,100,23.6,0.453
2015-09-21,25.5,1.90,20.22,30.1,12.7,3.97,36613.28,206,1008.5,91,22.9,0.472
2015-09-22,25.9,0.00,23.97,30.4,10.4,4.77,41181.88,176,1009.1,40,22.4,0.458
2015-09-23,26.3,0.00,23.75,31.0,11.6,4.81,41045.44,320,1010.2,47,22.8,0.441
2015-09-24,26.6,1.30,21.74,31.3,14.5,4.53,38969.79,333,1009.7,74,23.1,0.429
2015-09-25,26.6,0.80,22.15,31.7,13.3,4.51,39979.46,316,1009.0,66,23.6,0.428
2015-09-26,26.7,0.80,19.94,31.6,14.7,4.13,35367.79,323,1009.1,68,23.6,0.420
2015-09-27,26.3,2.50,19.38,31.1,15.8,3.89,36659.11,328,1009.1,82,23.6,0.422
2015-09-28,26.2,1.30,19.17,31.1,15.8,3.85,36341.17,332,1008.0,75,23.4,0.431
2015-09-29,26.4,3.30,20.70,31.7,12.0,4.16,35051.53,332,1007.3,86,23.7,0.432
2015-09-30,26.2,11.10,16.17,31.3,13.2,3.35,29926.68,161,1008.4,92,23.8,0.450
2015-10-01,25.7,12.50,18.73,30.3,16.4,3.66,35931.38,163,1009.8,77,23.4,0.488
2015-10-02,25.4,9.60,15.57,29.8,15.8,2.98,33166.23,170,1012.3,86,23.4,0.471
2015-10-03,25.6,5.90,16.75,30.5,10.8,3.31,33749.98,200,1013.0,99,23.3,0.473
2015-10-04,25.2,19.70,14.17,30.3,12.1,2.77,26350.66,296,1012.4,98,23.6,0.481
2015-10-05,24.3,28.60,6.09,28.9,10.7,1.30,1843.45,164,1010.9,100,23.3,0.475
2015-10-06,24.8,15.60,14.70,28.0,19.4,2.89,31275.05,159,1009.0,87,22.8,0.504
2015-10-07,24.5,36.60,8.37,26.9,23.0,1.97,16389.64,149,1009.0,95,22.4,0.477
2015-10-08,25.4,10.50,15.64,27.5,28.7,3.41,34747.87,152,1009.3,80,22.5,0.491
2015-10-09,25.2,12.00,16.49,28.1,25.2,3.17,33460.64,156,1009.6,95,23.1,0.488
2015-10-10,25.6,8.00,15.81,29.0,18.1,3.21,38940.93,160,1010.7,90,23.1,0.469
2015-10-11,26.0,1.20,19.00,29.9,17.6,3.90,36586.84,166,1011.8,98,23.0,0.466
2015-10-12,26.0,0.10,17.48,31.0,8.5,3.55,36135.66,351,1012.0,95,23.3,0.466
2015-10-13,26.0,6.20,18.84,31.4,11.2,3.75,37534.35,332,1011.4,69,24.1,0.466
2015-10-14,26.6,0.30,21.45,32.0,13.5,4.36,39152.69,335,1011.5,34,24.0,0.465
2015-10-15,26.5,0.30,22.35,32.2,12.7,4.47,39237.59,195,1011.2,28,24.0,0.460
2015-10-16,27.0,0.50,21.76,32.6,12.5,4.48,39050.72,329,1011.3,15,24.1,0.452
2015-10-17,27.1,0.40,20.26,33.3,10.4,4.06,38019.95,260,1011.3,46,25.0,0.444
2015-10-18,26.5,8.60,18.55,32.4,10.3,3.74,34876.37,325,1012.2,60,24.5,0.485
2015-10-19,27.1,0.90,21.36,33.0,11.8,4.34,39029.77,314,1011.5,68,24.7,0.478
2015-10-20,26.8,4.00,20.68,32.8,10.4,4.12,38824.34,174,1010.3,81,24.7,0.472
2015-10-21,26.8,0.40,21.84,32.5,13.1,4.46,38929.93,264,1009.6,62,24.1,0.468
2015-10-22,27.1,0.90,20.98,32.7,13.0,4.29,38920.71,220,1010.5,26,24.2,0.452
2015-10-23,26.9,0.80,20.39,32.5,13.7,4.15,38627.47,266,1010.6,37,24.2,0.445
2015-10-24,26.9,0.00,23.07,32.3,15.8,4.74,38975.57,271,1009.8,57,23.8,0.436
2015-10-25,26.8,0.00,22.30,31.6,14.1,4.59,38812.03,175,1010.8,63,23.2,0.420
2015-10-26,26.3,1.60,21.07,31.5,11.4,4.21,38217.60,182,1011.9,82,23.5,0.412
2015-10-27,25.8,2.10,17.18,30.8,10.0,3.44,36565.55,57,1012.1,95,23.4,0.446
2015-10-28,26.1,2.00,16.56,31.0,11.6,3.40,37228.61,153,1011.2,70,23.4,0.448
2015-10-29,26.3,9.80,19.60,31.4,11.4,3.95,38694.00,71,1010.8,87,23.5,0.467
2015-10-30,26.7,1.00,20.13,31.5,13.8,4.14,38635.26,346,1009.7,56,23.6,0.471
2015-10-31,27.5,1.60,20.79,33.0,9.4,4.30,38635.71,342,1009.0,35,23.8,0.447
2015-11-01,26.0,6.90,12.63,30.7,12.1,2.73,18677.94,154,1010.2,98,23.4,0.447
2015-11-02,24.9,47.40,6.28,29.2,15.8,1.44,7173.40,129,1011.4,99,23.2,0.482
2015-11-03,24.8,9.80,11.16,29.3,13.2,2.24,30357.74,150,1012.1,74,23.1,0.483
2015-11-04,26.1,0.30,15.96,30.9,7.9,3.25,37146.91,134,1011.5,81,23.0,0.448
2015-11-05,25.4,5.80,15.58,30.5,11.4,3.09,37420.34,353,1011.5,90,23.4,0.469
2015-11-06,26.5,0.00,20.21,31.1,13.7,4.28,38533.33,331,1009.9,33,22.9,0.474
2015-11-07,27.2,0.20,20.23,32.0,13.7,4.35,38510.60,329,1009.8,65,23.1,0.457
2015-11-08,27.5,0.80,20.49,32.4,11.7,4.41,38095.96,131,1010.1,91,22.8,0.443
2015-11-09,26.9,0.20,15.16,31.6,7.8,3.34,25782.76,12,1009.5,100,22.4,0.432
2015-11-10,26.6,0.00,17.43,30.3,13.0,3.96,36769.37,355,1008.2,96,21.3,0.422
2015-11-11,25.7,8.80,8.20,29.8,13.2,2.01,17285.03,36,1008.4,96,22.2,0.459
2015-11-12,26.8,3.20,19.32,31.7,11.9,3.96,37435.85,141,1010.7,63,23.2,0.461
2015-11-13,26.0,7.10,17.40,30.6,12.0,3.62,34924.59,342,1012.3,90,23.0,0.486
2015-11-14,26.8,0.00,20.62,30.6,11.7,4.40,37308.09,358,1009.6,96,21.0,0.460
2015-11-15,25.0,0.00,11.01,28.0,9.4,2.61,21593.65,83,1008.9,100,19.6,0.446
2015-11-16,25.1,0.90,10.66,27.8,12.0,2.70,18268.58,45,1008.5,100,19.7,0.442
